"scenario_id","abs_bias_new","mse_new","rmse_new","abs_bias_ref","mse_ref","rmse_ref","method_new","method_ref","abs_bias_reduction","mse_reduction","rel_mse","block"
11,0.00853053576560459,0.00120405000287867,0.0346994236678172,0.00111544159742264,0.00126339074909398,0.0355442083762458,"scap_x_l050","trad",-0.00741509416818195,5.93407462153085e-05,0.953030567733804,"A_independent"
12,0.0106431223579783,0.00125933460912757,0.0354871048287624,0.00394384695909595,0.00126798165731792,0.0356087300716821,"scap_x_l050","trad",-0.00669927539888236,8.64704819035066e-06,0.993180462713758,"A_independent"
13,0.00371389234443793,0.00612932383101834,0.0782899982821455,0.00409975946049077,0.00685869946586332,0.0828172655058311,"scap_x_l050","trad",0.000385867116052844,0.000729375634844984,0.893656860389468,"A_independent"
14,0.00162578253430522,0.00605329118600578,0.0778028995989595,0.000937519215649755,0.00689474686106819,0.0830346124280001,"scap_x_l050","trad",-0.000688263318655466,0.000841455675062414,0.877956987831741,"A_independent"
15,0.0020455646969623,0.00901178845430318,0.0949304400827426,0.00375726069421501,0.0114857332062143,0.107171513035014,"scap_x_l050","trad",0.00171169599725271,0.0024739447519111,0.784607155024932,"A_independent"
16,0.00315828953167292,0.00930148871916645,0.0964442259503722,0.00509626537150469,0.0122836238707381,0.110831511181334,"scap_x_l050","trad",0.00193797583983177,0.00298213515157168,0.75722676117789,"A_independent"
17,0.000306017750918742,0.00221351713940324,0.0470480301330803,0.000583592394808489,0.002515349956168,0.0501532646611165,"scap_x_l050","trad",0.000277574643889747,0.000301832816764762,0.880003648786673,"A_independent"
18,0.00461158395435133,0.0019945601542937,0.0446604988137582,0.00493103009899512,0.00224373953866413,0.0473681278779743,"scap_x_l050","trad",0.000319446144643789,0.000249179384370431,0.888944603383516,"A_independent"
19,0.00182447585805848,0.00262397749187301,0.0512247742003126,0.00148989061357574,0.00326330891795257,0.0571253789304943,"scap_x_l050","trad",-0.000334585244482736,0.000639331426079553,0.804084920504346,"A_independent"
20,0.00411995758216102,0.00325741812533873,0.0570737954348467,0.00518970902117844,0.00431966743170911,0.0657241769192214,"scap_x_l050","trad",0.00106975143901742,0.00106224930637038,0.754090025872641,"A_independent"
