"scenario_id","block","scenario_group","n","x_type","cov_effect","censor_x_effect","target_censor2","H_quantile","H","tau_design","tau_full","tau_H_true","method","n_rep_total","n_rep_valid","fail_rate","mean_tau","sd_tau","mcse_mean_tau","median_tau","q025_tau","q975_tau","bias","abs_bias","mse","rmse","mean_M_hat","sd_M_hat","mean_sum_omega","mean_censor1_rate","mean_censor2_rate","mean_n_d1","mean_n_d2","mean_n_in_H_observed","mean_logloss","mean_brier","mean_cal_intercept","mean_cal_slope","mean_ece","mean_mhat","mean_d2_given_d1","mean_alpha_constant","mean_alpha_logit","mean_alpha_logit_int","mean_alpha_spline","mean_alpha_rf","mean_alpha_gbm","rank_mse","best_by_mse","mse_trad","rmse_trad","abs_bias_trad","rel_mse_vs_trad","rel_rmse_vs_trad","abs_bias_reduction_vs_trad"
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_x_uncal_l050",1000,1000,0,-0.449279532918836,0.064185322472349,0.00202971811365013,-0.451735561719939,-0.559993323717073,-0.309378281220497,0.01891484893382,0.01891484893382,0.00447340737544778,0.0668835359071855,0.897782617108534,0.0370811982826429,0.994275857051829,0.14641,0.30027,85.359,69.973,80.307,0.428716770756818,0.13335072229041,1.38610339667902,0.124502566753038,0.0949949133810949,0.818566749478343,0.81979071084357,0.38392157005778,0.229458745466431,0.0895522512270044,0.0578433791359461,0.168199573094528,0.0710244810183102,2,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,0.982593873988486,0.991258732112099,-0.0105684371453112
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"ipcw_marg",1000,1000,0,-0.459847472352969,0.0669887872962868,0.00211837145548819,-0.462116051802008,-0.57912189913383,-0.309657214089701,0.00834690949968727,0.00834690949968727,0.0045526810239997,0.0674735579616171,0.89991651901616,0.037446079165826,0.89991651901616,0.14641,0.30027,85.359,69.973,80.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.00000650711091,1.00000325355016,-4.97711178442869e-07
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"ps_x_spline",1000,1000,0,-0.455733872442397,0.0683789433991782,0.00216233205137139,-0.461249513378264,-0.573900192220385,-0.307174297934272,0.0124605094102594,0.0124605094102594,0.00482626851525079,0.0694713503197598,0.896375178450377,0.0382596303693592,0.99150991029626,0.14641,0.30027,85.359,69.973,80.307,0.615327723291825,0.171021957202318,1.24507820574762,0.162297342532413,0.156733169864765,0.809909565691532,0.81979071084357,NA,NA,NA,NA,NA,NA,11,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.06010060772394,1.02961187236936,-0.00411409762175055
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"ps_x_logit",1000,1000,0,-0.441693518907009,0.0636871048171194,0.00201396308803979,-0.443962022833567,-0.554978697009688,-0.306279285843365,0.0265008629456467,0.0265008629456467,0.00475428700953072,0.0689513379821648,0.900505773917596,0.0374923155552399,0.996418657075397,0.14641,0.30027,85.359,69.973,80.307,0.470272463569439,0.142680183195231,1.00704127437983,0.317863644224241,0.108677940306465,0.819776192797688,0.81979071084357,NA,NA,NA,NA,NA,NA,9,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.04428970998429,1.02190494175549,-0.0181544511571379
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"trad",1000,1000,0,-0.459847970064147,0.0669886280344259,0.00211836641918594,-0.462116051802008,-0.57912189913383,-0.309657214089701,0.00834641178850882,0.00834641178850882,0.00455265139939209,0.0674733384337257,0.899916316995958,0.037445865135281,0.995783498167329,0.14641,0.30027,85.359,69.973,80.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1,1,0
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_x_l025",1000,1000,0,-0.453970843622695,0.0653045399642544,0.00206511087836535,-0.455478339904079,-0.566166274399965,-0.313185143702508,0.0142235382299614,0.0142235382299614,0.00446272729678213,0.0668036473314304,0.898699003668711,0.0372286394442309,0.995025388351684,0.14641,0.30027,85.359,69.973,80.307,0.420647772322061,0.131100154492697,-4.38782782006212e-05,1.00010679296135,0.0894954811346488,0.819785042064069,0.81979071084357,0.365885428170476,0.234007109714243,0.0963978776519614,0.0565958156409903,0.172076507014254,0.0750372618080751,1,TRUE,0.00455265139939209,0.0674733384337257,0.00834641178850882,0.980247970968749,0.990074729992009,-0.0058771264414526
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"ipcw_x",1000,1000,0,-0.456897728456193,0.0797656608794703,0.00252241167447716,-0.463892133284835,-0.581420841246282,-0.291427200774298,0.0112966533964627,0.0112966533964627,0.00648381247284293,0.0805221241202872,0.948021181654752,0.210856730923931,0.948021181654752,0.14641,0.30027,85.359,69.973,80.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.42418382257616,1.193391730563,-0.00295024160795392
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_x_l075",1000,1000,0,-0.442246724229495,0.0634905071795635,0.00200774612486694,-0.443618644825454,-0.553183525158582,-0.305724276650052,0.0259476576231615,0.0259476576231615,0.00470029439354509,0.0685586930559874,0.896423202808874,0.0370618146636434,0.993640143666117,0.14641,0.30027,85.359,69.973,80.307,0.4205860025517,0.131058650304763,-2.88655405345244e-05,1.00009034661608,0.0890197208872953,0.819785572127143,0.81979071084357,0.371639734953693,0.236002566995035,0.0979051677655545,0.0564819643855265,0.169389862115974,0.0685807037842168,8,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.03243011186244,1.01608568135883,-0.0176012458346526
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"ps_marg_logit",1000,1000,0,-0.441734524447942,0.063736447568792,0.00201552344285284,-0.444630658185862,-0.555158706620245,-0.309355923867746,0.0264598574047136,0.0264598574047136,0.00475839646781846,0.0689811312448445,0.900396741847598,0.0375232810267305,0.996378540467303,0.14641,0.30027,85.359,69.973,80.307,0.461643767501513,0.140428823776659,0.977376948416341,0.345517162871827,0.104539599238715,0.820105230962419,0.81979071084357,NA,NA,NA,NA,NA,NA,10,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,1.04519236163213,1.02234649783336,-0.0181134456162048
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_x_nocf_l050",1000,1000,0,-0.465520418047762,0.0672699548270866,0.00212726275350232,-0.46816816106634,-0.582366585278464,-0.317407429817487,0.00267396380489429,0.00267396380489429,0.00452787165804571,0.067289461716124,0.900637252852418,0.0368829646311976,0.993950118672832,0.14641,0.30027,85.359,69.973,80.307,0.0990434080802574,0.0290992679640579,0.0914095342210097,1.50936934656472,0.0252930212681898,0.813941103815451,0.81979071084357,1.76973364356628e-08,2.86107381316118e-07,0.000502548473978469,0.00886010121259269,0.878703483961868,0.111933562546843,5,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,0.994557074730192,0.99727482407318,0.00567244798361454
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_marg_l050",1000,1000,0,-0.448783977182213,0.0643239186007344,0.00203410090805592,-0.451001846027903,-0.561269387175784,-0.31046083673571,0.0194104046704432,0.0194104046704432,0.00451019274712011,0.0671579686047762,0.897823538754308,0.037137093358648,0.994427998433385,0.14641,0.30027,85.359,69.973,80.307,0.42198986847915,0.13150881603723,-0.000105774101837331,1.0001425216614,0.089289257900705,0.819785093675663,0.81979071084357,0.305189193981729,0.329023722839709,NA,0.112420423176214,0.177573825587618,0.0757928344147295,4,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,0.990673862646798,0.995326008223837,-0.0110639928819343
2,"A_independent","negative_control_independent_censoring",100,"binary","moderate","none",0.3,0.9,3.69201160004096,-0.5,-0.5,-0.468194381852656,"scap_x_l050",1000,1000,0,-0.447790060353394,0.0639713207193692,0.00202295078402328,-0.44943943986825,-0.558154129689701,-0.310552735224803,0.0204043214992618,0.0204043214992618,0.00450457388055106,0.0671161223593188,0.897558877804887,0.0370850330810615,0.994338202705562,0.14641,0.30027,85.359,69.973,80.307,0.42107002499906,0.13135244794053,0.000215080222509654,1.00031393669454,0.0900457016416108,0.819780710644511,0.81979071084357,0.369514304461464,0.239131897430616,0.0808752794012326,0.0602998492164575,0.179226008913276,0.0709526605769537,3,FALSE,0.00455265139939209,0.0674733384337257,0.00834641178850882,0.989439666114683,0.994705818880478,-0.012057909710753
