"learner","brier","logloss","cal_intercept","cal_slope","ece","alpha","n_train_observable","event_rate_Delta2_given_Delta1"
"constant",0.2021484375,0.594130022724839,0.938269638590777,NA,NA,0.315370723259258,32,0.71875
"marg_logit",0.205506797481451,1.14494124842553,0.849167895494655,0.0318598643995354,0.153509918844725,0.310216984165004,32,0.71875
"x_logit",0.330985246992731,3.24733321019608,1.73808881531639,-0.127138883145101,0.37287806991445,0.192611904969601,32,0.71875
"x_spline",0.350668663469624,3.81058893822312,0.831167308835845,0.0354940397495985,0.364602559641432,0.181800387606138,32,0.71875
